id,description,category,inputUnit,outputUnit,factor,formulaId,requiredInputs,defaultWastePct,minRecommended,maxRecommended,notes,tags,sourceBasis
concrete_demo_sf_6in_to_cy,Concrete demo SF to CY for 6 inch slab,Demolition,SF,CY,0.0185185185,,,,,,Theoretical CY before broken/loose conversion.,demo|removal,
sawcut_asphalt_lf,Sawcut asphalt,Demolition,LF,LF,1,,,,,,Direct LF quantity.,demo|removal,
sawcut_concrete_lf,Sawcut concrete,Demolition,LF,LF,1,,,,,,Direct LF quantity.,demo|removal,
common_excavation_swell,Common excavation swell from bank CY to loose CY,Earthwork,BCY,LCY,1.2,,,,1.15,1.35,Use for typical clay/silt/common excavation haul-off.,swell-shrink,
common_fill_shrink,Common fill shrink from loose/import CY to compacted CY,Earthwork,LCY,CCY,0.85,,,,0.8,0.9,Use for common borrow or onsite fill.,swell-shrink,
earthwork_sf_10in_to_cy,"SF to CY for 10"" earthwork/spoils",Earthwork,SF,CY,0.0308641975,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_11in_to_cy,"SF to CY for 11"" earthwork/spoils",Earthwork,SF,CY,0.0339506173,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_12in_to_cy,"SF to CY for 12"" earthwork/spoils",Earthwork,SF,CY,0.037037037,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_18in_to_cy,"SF to CY for 18"" earthwork/spoils",Earthwork,SF,CY,0.0555555556,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_1in_to_cy,"SF to CY for 1"" earthwork/spoils",Earthwork,SF,CY,0.0030864198,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_24in_to_cy,"SF to CY for 24"" earthwork/spoils",Earthwork,SF,CY,0.0740740741,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_2in_to_cy,"SF to CY for 2"" earthwork/spoils",Earthwork,SF,CY,0.0061728395,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_36in_to_cy,"SF to CY for 36"" earthwork/spoils",Earthwork,SF,CY,0.1111111111,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_3in_to_cy,"SF to CY for 3"" earthwork/spoils",Earthwork,SF,CY,0.0092592593,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_4in_to_cy,"SF to CY for 4"" earthwork/spoils",Earthwork,SF,CY,0.012345679,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_5in_to_cy,"SF to CY for 5"" earthwork/spoils",Earthwork,SF,CY,0.0154320988,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_6in_to_cy,"SF to CY for 6"" earthwork/spoils",Earthwork,SF,CY,0.0185185185,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_7in_to_cy,"SF to CY for 7"" earthwork/spoils",Earthwork,SF,CY,0.0216049383,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_8in_to_cy,"SF to CY for 8"" earthwork/spoils",Earthwork,SF,CY,0.024691358,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sf_9in_to_cy,"SF to CY for 9"" earthwork/spoils",Earthwork,SF,CY,0.0277777778,sf_depth_in_to_cy,sf,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_10in_to_cy,"SY to CY for 10"" earthwork/spoils",Earthwork,SY,CY,0.2777777778,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_11in_to_cy,"SY to CY for 11"" earthwork/spoils",Earthwork,SY,CY,0.3055555556,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_12in_to_cy,"SY to CY for 12"" earthwork/spoils",Earthwork,SY,CY,0.3333333333,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_18in_to_cy,"SY to CY for 18"" earthwork/spoils",Earthwork,SY,CY,0.5,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_1in_to_cy,"SY to CY for 1"" earthwork/spoils",Earthwork,SY,CY,0.0277777778,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_24in_to_cy,"SY to CY for 24"" earthwork/spoils",Earthwork,SY,CY,0.6666666667,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_2in_to_cy,"SY to CY for 2"" earthwork/spoils",Earthwork,SY,CY,0.0555555556,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_36in_to_cy,"SY to CY for 36"" earthwork/spoils",Earthwork,SY,CY,1.0,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_3in_to_cy,"SY to CY for 3"" earthwork/spoils",Earthwork,SY,CY,0.0833333333,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_4in_to_cy,"SY to CY for 4"" earthwork/spoils",Earthwork,SY,CY,0.1111111111,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_5in_to_cy,"SY to CY for 5"" earthwork/spoils",Earthwork,SY,CY,0.1388888889,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_6in_to_cy,"SY to CY for 6"" earthwork/spoils",Earthwork,SY,CY,0.1666666667,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_7in_to_cy,"SY to CY for 7"" earthwork/spoils",Earthwork,SY,CY,0.1944444444,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_8in_to_cy,"SY to CY for 8"" earthwork/spoils",Earthwork,SY,CY,0.2222222222,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
earthwork_sy_9in_to_cy,"SY to CY for 9"" earthwork/spoils",Earthwork,SY,CY,0.25,sy_depth_in_to_cy,sy,5,,,Geometric in-place volume before swell/shrink.,bank-cy|spoils|stripping,
granular_swell,Granular material swell from bank CY to loose CY,Earthwork,BCY,LCY,1.1,,,,1.05,1.15,Use for sandy/granular excavation.,swell-shrink,
rock_swell,Rock excavation swell from bank CY to loose CY,Earthwork,BCY,LCY,1.6,,,,1.5,1.75,Use for blasted/broken rock haul-off.,swell-shrink,
structural_fill_shrink,Structural fill shrink from loose/import CY to compacted CY,Earthwork,LCY,CCY,0.88,,,,0.8,0.95,Default assumes roughly 12% shrink after placement/compaction.,swell-shrink,
topsoil_swell,Topsoil swell from bank CY to loose CY,Earthwork,BCY,LCY,1.25,,,,1.2,1.35,Use for haul-off/load count when stripping topsoil.,swell-shrink,
conduit_waste_default,Conduit waste multiplier,Electrical,LF,LF,1.05,,,,1.03,1.1,Use for underground/site conduit routes.,electrical|site-lighting,
fixture_each,Light fixture count,Electrical,EA,EA,1,,,,1,1,Assembly item.,electrical|site-lighting,
ground_rod_each,Ground rod count,Electrical,EA,EA,1,,,,1,1,Use per pole/base/service detail.,electrical|site-lighting,
ground_wire_lf_per_route_lf,Ground wire LF per route LF,Electrical,LF,LF,1.1,,,,1.0,1.15,Use when separate ground conductor is required.,electrical|site-lighting,
handhole_each,Electrical handhole count,Electrical,EA,EA,1,,,,1,1,Assembly item.,electrical|site-lighting,
light_pole_base_each,Light pole base count,Electrical,EA,EA,1,,,,1,1,"Assembly trigger: excavation, rebar, anchor bolts, concrete, grounding.",electrical|site-lighting,
pull_box_each,Pull box count,Electrical,EA,EA,1,,,,1,1,Assembly item.,electrical|site-lighting,
pull_string_lf_per_conduit_lf,Pull string LF per conduit LF,Electrical,LF,LF,1.05,,,,1.0,1.1,Use for empty/spare conduit.,electrical|site-lighting,
warning_tape_lf_per_elec_trench_lf,Electrical warning tape LF per trench LF,Electrical,LF,LF,1.05,,,,1.0,1.1,Use for underground electrical trench.,electrical|site-lighting,
wire_waste_default,Wire waste multiplier,Electrical,LF,LF,1.1,,,,1.05,1.15,Use for site lighting/control wiring.,electrical|site-lighting,
check_dam_each,Check dam count,Erosion Control,EA,EA,1,,,5,,,Assembly item.,erosion|sitework,
construction_entrance_50x20x6in_tons,Construction entrance 50 FT x 20 FT x 6 IN tons,Erosion Control,EA,TON,28.7,,,5,,,Default entrance stone quantity.,erosion|sitework,
construction_entrance_stone_tons_per_cy,Construction entrance stone tons per CY,Erosion Control,CY,TON,1.55,,,5,,,Use for #2/#3 stone entrance. Override by stone type.,erosion|sitework,
erosion_blanket_sy,Erosion control blanket SY,Erosion Control,SY,SY,1,,,5,,,Direct SY quantity.,erosion|sitework,
inlet_protection_each,Inlet protection count,Erosion Control,EA,EA,1,,,5,,,Assembly item.,erosion|sitework,
seed_straw_acre,Seed and straw acres,Erosion Control,ACRE,ACRE,1,,,5,,,Direct acre quantity.,erosion|sitework,
silt_fence_lf,Silt fence LF,Erosion Control,LF,LF,1,,,5,,,Direct LF quantity.,erosion|sitework,
wattle_lf,Wattle/sock LF,Erosion Control,LF,LF,1,,,5,,,Direct LF quantity.,erosion|sitework,
night_work_multiplier,Night work multiplier,Production Modifier,BASE,MULTIPLIER,1.2,,,,,,Use as placeholder for production/cost impacts.,modifier|risk,
phased_work_multiplier,Phased work multiplier,Production Modifier,BASE,MULTIPLIER,1.1,,,,,,Multiple mobilizations/traffic coordination.,modifier|risk,
small_job_mob_multiplier,Small job mobilization/inefficiency multiplier,Production Modifier,BASE,MULTIPLIER,1.15,,,,,,Small jobs lose efficiency.,modifier|risk,
traffic_heavy_truck_modifier,Heavy truck traffic modifier,Production Modifier,BASE,MULTIPLIER,1.25,,,,,,"Distribution, frequent tractor trailers, slow turns.",modifier|risk,
traffic_light_duty_modifier,Light-duty traffic modifier,Production Modifier,BASE,MULTIPLIER,1.0,,,,,,Passenger cars/light pickups.,modifier|risk,
traffic_medium_duty_modifier,Medium-duty traffic modifier,Production Modifier,BASE,MULTIPLIER,1.1,,,,,,Occasional delivery trucks/garbage trucks.,modifier|risk,
winter_work_multiplier,Cold/winter work multiplier,Production Modifier,BASE,MULTIPLIER,1.15,,,,,,Use as placeholder for production/cost impacts.,modifier|risk,
sealer_one_coat_sy_to_gal,Sealcoat gallons for one coat,Sealcoating,SY,GAL,0.0833333333,,,5,0.07,0.1,"Equivalent to about 1 gallon per 12 SY. Actual depends on product, dilution, pavement condition.",sealcoat,
ada_sign_each,ADA sign count,Striping,EA,EA,1,,,,,,Direct quantity/assembly item.,striping|signage,
ada_symbol_each,ADA pavement symbol count,Striping,EA,EA,1,,,,,,Direct quantity/assembly item.,striping|signage,
arrow_each,Traffic arrow count,Striping,EA,EA,1,,,,,,Direct quantity/assembly item.,striping|signage,
curb_paint_lf,Curb paint LF,Striping,LF,LF,1,,,,,,Direct quantity/assembly item.,striping|signage,
parking_stall_each,Parking stall stripe count,Striping,EA,EA,1,,,,,,Direct quantity/assembly item.,striping|signage,
sign_post_each,Sign post count,Striping,EA,EA,1,,,,,,Direct quantity/assembly item.,striping|signage,
stop_bar_lf,Stop bar LF,Striping,LF,LF,1,,,,,,Direct quantity/assembly item.,striping|signage,
stripe_4in_lf,4 inch stripe LF,Striping,LF,LF,1,,,,,,Direct quantity/assembly item.,striping|signage,
stripe_6in_lf,6 inch stripe LF,Striping,LF,LF,1,,,,,,Direct quantity/assembly item.,striping|signage,
wheel_stop_each,Wheel stop count,Striping,EA,EA,1,,,,,,Direct quantity/assembly item.,striping|signage,
prime_aggregate_base_default,Prime coat over aggregate base - default,Tack,SY,GAL,0.25,tack_gallons,sy,5,0.2,0.35,"Application rate should be user-adjustable by material, dilution, surface condition, and spec.",tack|prime,
prime_aggregate_base_heavy,Prime coat over aggregate base - heavy/porous,Tack,SY,GAL,0.35,tack_gallons,sy,5,0.3,0.45,"Application rate should be user-adjustable by material, dilution, surface condition, and spec.",tack|prime,
prime_aggregate_base_light,Prime coat over aggregate base - light,Tack,SY,GAL,0.2,tack_gallons,sy,5,0.15,0.25,"Application rate should be user-adjustable by material, dilution, surface condition, and spec.",tack|prime,
tack_emulsion_ton_to_gallons,Ton of tack/emulsion liquid to gallons,Tack,TON,GAL,244,,,,,,Based on roughly 8.2 lb/gal liquid weight. Do not confuse with asphalt tons to tack gallons.,liquid-weight|emulsion,
tack_existing_asphalt_default,Tack coat on existing asphalt overlay - default,Tack,SY,GAL,0.07,tack_gallons,sy,5,0.05,0.1,"Application rate should be user-adjustable by material, dilution, surface condition, and spec.",tack|prime,
tack_milled_surface_default,Tack coat on milled asphalt - default,Tack,SY,GAL,0.1,tack_gallons,sy,5,0.08,0.12,"Application rate should be user-adjustable by material, dilution, surface condition, and spec.",tack|prime,
tack_new_asphalt_default,Tack coat on new/fresh asphalt - default,Tack,SY,GAL,0.05,tack_gallons,sy,5,0.03,0.07,"Application rate should be user-adjustable by material, dilution, surface condition, and spec.",tack|prime,
tack_new_asphalt_low,Tack coat on new/fresh asphalt - low,Tack,SY,GAL,0.03,tack_gallons,sy,5,0.02,0.05,"Application rate should be user-adjustable by material, dilution, surface condition, and spec.",tack|prime,
tack_old_dry_porous_default,Tack coat on old/dry/porous asphalt - default,Tack,SY,GAL,0.12,tack_gallons,sy,5,0.1,0.15,"Application rate should be user-adjustable by material, dilution, surface condition, and spec.",tack|prime,
pipe_10in_6in_bedding_cy_per_lf,"6"" bedding CY per LF for 10"" pipe trench",Underground,LF,CY,0.0524691358,lf_width_depth_to_cy,lf,7,,,Uses default trench width 2.8333 FT and 6 inch bedding depth.,pipe|bedding|stone,
pipe_10in_default_trench_width_ft,"Default trench width for 10"" pipe",Underground,PIPE-IN,FT,2.8333,,pipeDiameterIn,,,,"Default equals pipe diameter plus 24 inches. Override for spec, trench box, soil, or depth.",pipe|trench-width,
pipe_12in_6in_bedding_cy_per_lf,"6"" bedding CY per LF for 12"" pipe trench",Underground,LF,CY,0.0555555556,lf_width_depth_to_cy,lf,7,,,Uses default trench width 3.0 FT and 6 inch bedding depth.,pipe|bedding|stone,
pipe_12in_default_trench_width_ft,"Default trench width for 12"" pipe",Underground,PIPE-IN,FT,3.0,,pipeDiameterIn,,,,"Default equals pipe diameter plus 24 inches. Override for spec, trench box, soil, or depth.",pipe|trench-width,
pipe_15in_6in_bedding_cy_per_lf,"6"" bedding CY per LF for 15"" pipe trench",Underground,LF,CY,0.0601851852,lf_width_depth_to_cy,lf,7,,,Uses default trench width 3.25 FT and 6 inch bedding depth.,pipe|bedding|stone,
pipe_15in_default_trench_width_ft,"Default trench width for 15"" pipe",Underground,PIPE-IN,FT,3.25,,pipeDiameterIn,,,,"Default equals pipe diameter plus 24 inches. Override for spec, trench box, soil, or depth.",pipe|trench-width,
pipe_18in_6in_bedding_cy_per_lf,"6"" bedding CY per LF for 18"" pipe trench",Underground,LF,CY,0.0648148148,lf_width_depth_to_cy,lf,7,,,Uses default trench width 3.5 FT and 6 inch bedding depth.,pipe|bedding|stone,
pipe_18in_default_trench_width_ft,"Default trench width for 18"" pipe",Underground,PIPE-IN,FT,3.5,,pipeDiameterIn,,,,"Default equals pipe diameter plus 24 inches. Override for spec, trench box, soil, or depth.",pipe|trench-width,
pipe_24in_6in_bedding_cy_per_lf,"6"" bedding CY per LF for 24"" pipe trench",Underground,LF,CY,0.0740740741,lf_width_depth_to_cy,lf,7,,,Uses default trench width 4.0 FT and 6 inch bedding depth.,pipe|bedding|stone,
pipe_24in_default_trench_width_ft,"Default trench width for 24"" pipe",Underground,PIPE-IN,FT,4.0,,pipeDiameterIn,,,,"Default equals pipe diameter plus 24 inches. Override for spec, trench box, soil, or depth.",pipe|trench-width,
pipe_30in_6in_bedding_cy_per_lf,"6"" bedding CY per LF for 30"" pipe trench",Underground,LF,CY,0.0833333333,lf_width_depth_to_cy,lf,7,,,Uses default trench width 4.5 FT and 6 inch bedding depth.,pipe|bedding|stone,
pipe_30in_default_trench_width_ft,"Default trench width for 30"" pipe",Underground,PIPE-IN,FT,4.5,,pipeDiameterIn,,,,"Default equals pipe diameter plus 24 inches. Override for spec, trench box, soil, or depth.",pipe|trench-width,
pipe_36in_6in_bedding_cy_per_lf,"6"" bedding CY per LF for 36"" pipe trench",Underground,LF,CY,0.0925925926,lf_width_depth_to_cy,lf,7,,,Uses default trench width 5.0 FT and 6 inch bedding depth.,pipe|bedding|stone,
pipe_36in_default_trench_width_ft,"Default trench width for 36"" pipe",Underground,PIPE-IN,FT,5.0,,pipeDiameterIn,,,,"Default equals pipe diameter plus 24 inches. Override for spec, trench box, soil, or depth.",pipe|trench-width,
pipe_42in_6in_bedding_cy_per_lf,"6"" bedding CY per LF for 42"" pipe trench",Underground,LF,CY,0.1018518519,lf_width_depth_to_cy,lf,7,,,Uses default trench width 5.5 FT and 6 inch bedding depth.,pipe|bedding|stone,
pipe_42in_default_trench_width_ft,"Default trench width for 42"" pipe",Underground,PIPE-IN,FT,5.5,,pipeDiameterIn,,,,"Default equals pipe diameter plus 24 inches. Override for spec, trench box, soil, or depth.",pipe|trench-width,
pipe_48in_6in_bedding_cy_per_lf,"6"" bedding CY per LF for 48"" pipe trench",Underground,LF,CY,0.1111111111,lf_width_depth_to_cy,lf,7,,,Uses default trench width 6.0 FT and 6 inch bedding depth.,pipe|bedding|stone,
pipe_48in_default_trench_width_ft,"Default trench width for 48"" pipe",Underground,PIPE-IN,FT,6.0,,pipeDiameterIn,,,,"Default equals pipe diameter plus 24 inches. Override for spec, trench box, soil, or depth.",pipe|trench-width,
pipe_4in_6in_bedding_cy_per_lf,"6"" bedding CY per LF for 4"" pipe trench",Underground,LF,CY,0.0432098765,lf_width_depth_to_cy,lf,7,,,Uses default trench width 2.3333 FT and 6 inch bedding depth.,pipe|bedding|stone,
pipe_4in_default_trench_width_ft,"Default trench width for 4"" pipe",Underground,PIPE-IN,FT,2.3333,,pipeDiameterIn,,,,"Default equals pipe diameter plus 24 inches. Override for spec, trench box, soil, or depth.",pipe|trench-width,
pipe_60in_6in_bedding_cy_per_lf,"6"" bedding CY per LF for 60"" pipe trench",Underground,LF,CY,0.1296296296,lf_width_depth_to_cy,lf,7,,,Uses default trench width 7.0 FT and 6 inch bedding depth.,pipe|bedding|stone,
pipe_60in_default_trench_width_ft,"Default trench width for 60"" pipe",Underground,PIPE-IN,FT,7.0,,pipeDiameterIn,,,,"Default equals pipe diameter plus 24 inches. Override for spec, trench box, soil, or depth.",pipe|trench-width,
pipe_6in_6in_bedding_cy_per_lf,"6"" bedding CY per LF for 6"" pipe trench",Underground,LF,CY,0.0462962963,lf_width_depth_to_cy,lf,7,,,Uses default trench width 2.5 FT and 6 inch bedding depth.,pipe|bedding|stone,
pipe_6in_default_trench_width_ft,"Default trench width for 6"" pipe",Underground,PIPE-IN,FT,2.5,,pipeDiameterIn,,,,"Default equals pipe diameter plus 24 inches. Override for spec, trench box, soil, or depth.",pipe|trench-width,
pipe_8in_6in_bedding_cy_per_lf,"6"" bedding CY per LF for 8"" pipe trench",Underground,LF,CY,0.049382716,lf_width_depth_to_cy,lf,7,,,Uses default trench width 2.6667 FT and 6 inch bedding depth.,pipe|bedding|stone,
pipe_8in_default_trench_width_ft,"Default trench width for 8"" pipe",Underground,PIPE-IN,FT,2.6667,,pipeDiameterIn,,,,"Default equals pipe diameter plus 24 inches. Override for spec, trench box, soil, or depth.",pipe|trench-width,
pipe_bedding_depth_default_in,Default pipe bedding depth,Underground,LF,IN,6,,,,4,6,Common bedding depth. Confirm specs.,pipe,
pipe_cover_above_pipe_default_in,Default initial cover above pipe,Underground,LF,IN,12,,,,6,12,Initial backfill cover above pipe.,pipe,
pipe_spoil_swell_common,Pipe trench common spoil swell,Underground,BCY,LCY,1.25,,,,1.15,1.35,Used for haul-off from trench excavation.,pipe,
tracer_wire_lf_per_pipe_lf,Tracer wire LF per LF of pipe,Underground,LF,LF,1.05,,,,1.0,1.1,Includes small waste/connection allowance.,pipe,
utility_crossing_allowance_each,Utility crossing allowance count,Underground,EA,EA,1,,,,1,1,"Use as assembly trigger for hand dig, support, potholing, or repair risk.",pipe,
warning_tape_lf_per_pipe_lf,Warning tape LF per LF of pipe,Underground,LF,LF,1.05,,,,1.0,1.1,Includes small waste allowance.,pipe,
acre_to_sf,Acres to square feet,Universal,ACRE,SF,43560,,,,,,Pure unit conversion.,,
cf_to_cy,Cubic feet to cubic yards,Universal,CF,CY,0.037037037,,,,,,Pure unit conversion.,,
cy_to_cf,Cubic yards to cubic feet,Universal,CY,CF,27,,,,,,Pure unit conversion.,,
ft_to_in,Feet to inches,Universal,FT,IN,12,,,,,,Pure unit conversion.,,
in_to_ft,Inches to feet,Universal,IN,FT,0.0833333333,,,,,,Pure unit conversion.,,
sf_to_acre,Square feet to acres,Universal,SF,ACRE,2.29568e-05,,,,,,Pure unit conversion.,,
sf_to_sy,Square feet to square yards,Universal,SF,SY,0.1111111111,,,,,,Pure unit conversion.,,
sy_to_sf,Square yards to square feet,Universal,SY,SF,9,,,,,,Pure unit conversion.,,
